sourceName,sourceVersion,productType,device,startDate,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,totalSwimmingStrokeCount,totalFlightsClimbed,HKAverageMETs,HKIndoorWorkout,HKTimeZone,HKWeatherTemperature,HKWeatherHumidity,HKElevationAscended,HKSwimmingLocationType,HKLapLength,date,year,day,EnergyBurnedperMinute,month,durationInMinutes,ts,endts
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-07-06 04:10:18 +0000,2023-07-06 04:28:01 +0000,Walking,1062.7109475135803,sec,31.5032 kcal,998.258 m,,,3.79531 kcal/hr·kg,1.0,Asia/Seoul,,,,,,2023-07-06,2023,Thursday,1.7786511039737314,7,17.71184912522634,04:10:18,04:28:01
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-07-16 23:33:40 +0000,2023-07-16 23:52:49 +0000,Walking,1148.4609771966934,sec,48.3202 kcal,1318.83 m,,,4.51883 kcal/hr·kg,0.0,Asia/Seoul,76.208 degF,8800 %,298 cm,,,2023-07-16,2023,Sunday,2.5244323120814762,7,19.141016286611556,23:33:40,23:52:49
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-07-18 11:11:35 +0000,2023-07-18 11:52:17 +0000,Walking,2442.047747015953,sec,77.5899 kcal,1678.01 m,,,3.51061 kcal/hr·kg,0.0,Asia/Seoul,77.144 degF,8100 %,2405 cm,,,2023-07-18,2023,Tuesday,1.9063484756547586,7,40.70079578359922,11:11:35,11:52:17
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-06 07:07:10 +0000,2023-08-06 07:45:01 +0000,Walking,2270.703015089035,sec,79.3489 kcal,1907.38 m,,,3.8329 kcal/hr·kg,0.0,Asia/Seoul,94.244 degF,5400 %,2063 cm,,,2023-08-06,2023,Sunday,2.0966784156110005,8,37.84505025148392,07:07:10,07:45:01
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-14 11:18:52 +0000,2023-08-14 11:53:56 +0000,Walking,2103.828629016876,sec,74.5218 kcal,1901.37 m,,,3.82808 kcal/hr·kg,0.0,Asia/Seoul,82.634 degF,7500 %,2032 cm,,,2023-08-14,2023,Monday,2.1253194952905705,8,35.0638104836146,11:18:52,11:53:56
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-15 11:25:23 +0000,2023-08-15 12:31:52 +0000,Walking,3989.710987091065,sec,179.427 kcal,4107.8 m,,,4.54941 kcal/hr·kg,0.0,Asia/Seoul,81.842 degF,7600 %,2052 cm,,,2023-08-15,2023,Tuesday,2.6983458287662367,8,66.49518311818441,11:25:23,12:31:52
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-16 04:18:19 +0000,2023-08-16 04:51:28 +0000,Walking,1989.010113954544,sec,69.5298 kcal,1831.51 m,,,3.88652 kcal/hr·kg,0.0,Asia/Seoul,87.044 degF,6200 %,464 cm,,,2023-08-16,2023,Wednesday,2.097419198993243,8,33.15016856590907,04:18:19,04:51:28
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-18 12:01:17 +0000,2023-08-18 12:41:19 +0000,Walking,2401.8825730085373,sec,73.9818 kcal,2006.3 m,,,3.55087 kcal/hr·kg,0.0,Asia/Seoul,81.59 degF,7900 %,56 cm,,,2023-08-18,2023,Friday,1.8480953439950798,8,40.03137621680896,12:01:17,12:41:19
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-19 03:18:04 +0000,2023-08-19 03:35:11 +0000,Walking,1027.7191480398178,sec,28.0477 kcal,576.612 m,,,3.18747 kcal/hr·kg,0.0,Asia/Seoul,89.492 degF,6400 %,1715 cm,,,2023-08-19,2023,Saturday,1.6374726531170938,8,17.128652467330298,03:18:04,03:35:11
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-20 00:41:07 +0000,2023-08-20 01:28:54 +0000,Walking,2867.1738200187683,sec,87.6604 kcal,1767.84 m,,,3.45603 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-08-20,2023,Sunday,1.834428022213725,8,47.78623033364614,00:41:07,01:28:54
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-21 04:16:07 +0000,2023-08-21 04:51:38 +0000,Walking,2131.5118559598923,sec,82.1391 kcal,2288.3 m,,,4.13367 kcal/hr·kg,0.0,Asia/Seoul,90.698 degF,6000 %,231 cm,,,2023-08-21,2023,Monday,2.3121363300044124,8,35.52519759933154,04:16:07,04:51:38
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-22 13:33:18 +0000,2023-08-22 14:03:43 +0000,Walking,1825.084519028664,sec,161.402 kcal,3349.03 m,,,7.80327 kcal/hr·kg,1.0,Asia/Seoul,,,,,,2023-08-22,2023,Tuesday,5.306121387273628,8,30.418075317144403,13:33:18,14:03:43
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-23 11:55:33 +0000,2023-08-23 12:03:53 +0000,Walking,500.0876809358597,sec,8.98889 kcal,187.094 m,,,2.48555 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-08-23,2023,Wednesday,1.0784776761361052,8,8.334794682264327,11:55:33,12:03:53
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-26 12:41:36 +0000,2023-08-26 14:08:54 +0000,Walking,4561.088475942612,sec,184.817 kcal,4855.18 m,,,4.11578 kcal/hr·kg,0.0,Asia/Seoul,76.172 degF,7900 %,,,,2023-08-26,2023,Saturday,2.431222296714668,8,76.0181412657102,12:41:36,14:08:54
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-27 23:14:59 +0000,2023-08-27 23:35:27 +0000,Walking,1228.5170921087265,sec,29.114 kcal,526.282 m,,,2.93116 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-08-27,2023,Sunday,1.421909398917342,8,20.475284868478774,23:14:59,23:35:27
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-28 11:23:38 +0000,2023-08-28 11:55:47 +0000,Walking,1928.624403953552,sec,69.008 kcal,1837.53 m,,,3.90063 kcal/hr·kg,0.0,Asia/Seoul,76.658 degF,8000 %,2443 cm,,,2023-08-28,2023,Monday,2.1468565841603424,8,32.14374006589254,11:23:38,11:55:47
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-08-29 08:32:06 +0000,2023-08-29 09:24:28 +0000,Walking,3141.425120234489,sec,63.4354 kcal,1435.68 m,,,2.48075 kcal/hr·kg,0.0,Asia/Seoul,74.246 degF,8700 %,2799 cm,,,2023-08-29,2023,Tuesday,1.2115915084157394,8,52.357085337241486,08:32:06,09:24:28
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-09-01 01:05:59 +0000,2023-09-01 01:39:58 +0000,Walking,2038.4562629461288,sec,66.6417 kcal,1600.13 m,,,3.65784 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-09-01,2023,Friday,1.961534359447608,9,33.97427104910215,01:05:59,01:39:58
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-09-02 00:53:34 +0000,2023-09-02 01:34:05 +0000,Walking,2137.543172955513,sec,73.2445 kcal,1689.6 m,,,3.51351 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-09-02,2023,Saturday,2.0559444392057027,9,35.62571954925855,00:53:34,01:34:05
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-09-06 04:21:21 +0000,2023-09-06 04:53:24 +0000,Walking,1921.2292039394376,sec,45.3403 kcal,1028.6 m,,,2.86743 kcal/hr·kg,0.0,Asia/Seoul,87.26 degF,5400 %,4339 cm,,,2023-09-06,2023,Wednesday,1.415977851274509,9,32.02048673232396,04:21:21,04:53:24
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-09-23 00:35:36 +0000,2023-09-23 01:06:25 +0000,Walking,1847.259873986244,sec,67.9801 kcal,1378.73 m,,,3.91208 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2023-09-23,2023,Saturday,2.208030422486389,9,30.7876645664374,00:35:36,01:06:25
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-10-04 12:08:39 +0000,2023-10-04 12:52:50 +0000,Walking,2651.1162840127945,sec,82.407 kcal,2005.56 m,,,3.42899 kcal/hr·kg,0.0,Asia/Seoul,,,2222 cm,,,2023-10-04,2023,Wednesday,1.8650332427199328,10,44.18527140021324,12:08:39,12:52:50
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-10-09 04:02:45 +0000,2023-10-09 04:38:08 +0000,Walking,2123.118327021599,sec,74.9399 kcal,1850.79 m,,,3.82083 kcal/hr·kg,0.0,Asia/Seoul,69.152 degF,6000 %,2396 cm,,,2023-10-09,2023,Monday,2.117825437599483,10,35.38530545035998,04:02:45,04:38:08
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-10-25 10:34:34 +0000,2023-10-25 11:12:45 +0000,Walking,2291.595620036125,sec,76.3547 kcal,1976.88 m,,,3.66913 kcal/hr·kg,0.0,Asia/Seoul,60.44 degF,7600 %,2181 cm,,,2023-10-25,2023,Wednesday,1.999166851229965,10,38.19326033393542,10:34:34,11:12:45
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2023-10-30 12:15:59 +0000,2023-10-30 12:37:08 +0000,Walking,1268.7010979652405,sec,29.774 kcal,637.607 m,,,2.88238 kcal/hr·kg,0.0,Asia/Seoul,55.598 degF,8100 %,1732 cm,,,2023-10-30,2023,Monday,1.4080857996143585,10,21.145018299420673,12:15:59,12:37:08
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-04 11:46:22 +0000,2024-01-04 12:21:07 +0000,Walking,2084.795809984207,sec,64.0566 kcal,1777.28 m,,,3.46796 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-04,2024,Thursday,1.8435359384327976,1,34.74659683307012,11:46:22,12:21:07
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-05 10:06:55 +0000,2024-01-05 10:30:35 +0000,Walking,1420.098403930664,sec,44.9537 kcal,1344.67 m,,,,0.0,Asia/Seoul,,,,,,2024-01-05,2024,Friday,1.8993204925337632,1,23.668306732177733,10:06:55,10:30:35
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-07 07:36:26 +0000,2024-01-07 08:08:53 +0000,Walking,1946.9207909107208,sec,64.8032 kcal,1867.87 m,,,3.69928 kcal/hr·kg,0.0,Asia/Seoul,25.628 degF,4100 %,446 cm,,,2024-01-07,2024,Sunday,1.9970981963684311,1,32.448679848512015,07:36:26,08:08:53
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-08 04:30:16 +0000,2024-01-08 05:03:49 +0000,Walking,2012.9997220039368,sec,78.8296 kcal,2158.82 m,,,4.18729 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-08,2024,Monday,2.3496158237376794,1,33.54999536673228,04:30:16,05:03:49
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-08 11:27:34 +0000,2024-01-08 12:05:26 +0000,Walking,2272.820065975189,sec,72.5958 kcal,2034.9 m,,,3.6157 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-08,2024,Monday,1.9164508731715628,1,37.88033443291982,11:27:34,12:05:26
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-27 23:40:31 +0000,2024-01-28 00:07:47 +0000,Walking,1636.4103820323944,sec,64.9414 kcal,1450.58 m,,,4.1439 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-27,2024,Saturday,2.3811166457894455,1,27.273506367206572,23:40:31,00:07:47
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-28 00:30:10 +0000,2024-01-28 00:54:50 +0000,Walking,1480.4206420183182,sec,56.2429 kcal,1478.36 m,,,4.04528 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-28,2024,Sunday,2.2794697022052497,1,24.67367736697197,00:30:10,00:54:50
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-01-28 10:47:02 +0000,2024-01-28 11:32:11 +0000,Walking,2708.4210809469223,sec,120.025 kcal,3270.25 m,,,4.56375 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-01-28,2024,Sunday,2.6589292376509643,1,45.14035134911537,10:47:02,11:32:11
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-02-20 12:17:21 +0000,2024-02-20 12:38:27 +0000,Walking,1266.8012030124664,sec,70.5313 kcal,1770.78 m,,,5.38511 kcal/hr·kg,0.0,Asia/Seoul,39.65 degF,8200 %,,,,2024-02-20,2024,Tuesday,3.3406015008010335,2,21.113353383541106,12:17:21,12:38:27
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-03-10 12:30:43 +0000,2024-03-10 13:15:48 +0000,Walking,2704.4345523118973,sec,93.8765 kcal,2556.24 m,,,3.74549 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-03-10,2024,Sunday,2.0827237232215348,3,45.07390920519829,12:30:43,13:15:48
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-03-13 12:35:25 +0000,2024-03-13 13:10:50 +0000,Walking,2124.991695046425,sec,66.6603 kcal,2300.77 m,,,3.62736 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-03-13,2024,Wednesday,1.8821805324338554,3,35.416528250773744,12:35:25,13:10:50
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-03-14 04:27:13 +0000,2024-03-14 05:03:11 +0000,Walking,2158.530979037285,sec,55.6083 kcal,1233.93 m,,,3.0003 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-03-14,2024,Thursday,1.5457262519753567,3,35.97551631728808,04:27:13,05:03:11
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-03-21 04:33:11 +0000,2024-03-21 05:01:26 +0000,Walking,1694.8084518909454,sec,62.0664 kcal,1769.98 m,,,3.97536 kcal/hr·kg,0.0,Asia/Seoul,,,,,,2024-03-21,2024,Thursday,2.197289018617441,3,28.246807531515756,04:33:11,05:01:26
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-04-02 10:20:52 +0000,2024-04-02 12:06:01 +0000,Walking,6308.300684452057,sec,154.702 kcal,3808.89 m,,,2.89653 kcal/hr·kg,0.0,Asia/Seoul,62.276 degF,5500 %,,,,2024-04-02,2024,Tuesday,1.4714136919436096,4,105.13834474086761,10:20:52,12:06:01
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-04-03 04:26:43 +0000,2024-04-03 04:56:36 +0000,Walking,1792.9794890880585,sec,72.1887 kcal,2122.82 m,,,4.24644 kcal/hr·kg,0.0,Asia/Seoul,60.458 degF,6900 %,406 cm,,,2024-04-03,2024,Wednesday,2.4157119623286865,4,29.882991484800975,04:26:43,04:56:36
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-04-04 12:32:12 +0000,2024-04-04 12:56:59 +0000,Walking,1486.2732709646225,sec,62.554 kcal,1763.15 m,,,4.39997 kcal/hr·kg,0.0,Asia/Seoul,56.372 degF,5700 %,,,,2024-04-04,2024,Thursday,2.525269123331585,4,24.77122118274371,12:32:12,12:56:59
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-04-12 06:31:39 +0000,2024-04-12 07:10:53 +0000,Walking,2353.7511718273163,sec,54.143 kcal,1581.17 m,,,2.88609 kcal/hr·kg,0.0,Asia/Seoul,73.328 degF,4200 %,,,,2024-04-12,2024,Friday,1.3801713787264904,4,39.22918619712194,06:31:39,07:10:53
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-04-17 04:40:25 +0000,2024-04-17 05:01:37 +0000,Walking,1271.4957319498062,sec,54.6624 kcal,1462.04 m,,,4.48138 kcal/hr·kg,0.0,Asia/Seoul,68.468 degF,4500 %,1771 cm,,,2024-04-17,2024,Wednesday,2.579437679252447,4,21.19159553249677,04:40:25,05:01:37
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-05-04 17:51:41 +0000,2024-05-04 20:41:38 +0000,Walking,10197.832081198692,sec,259.362 kcal,5809.96 m,,,,0.0,America/New_York,61.466 degF,5400 %,3709 cm,,,2024-05-04,2024,Saturday,1.525983157605672,5,169.9638680199782,17:51:41,20:41:38
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-03 12:38:04 +0000,2024-06-03 13:24:56 +0000,Walking,2811.9306240081787,sec,75.9292 kcal,2239.54 m,,,3.21057 kcal/hr·kg,0.0,Asia/Seoul,68.648 degF,4700 %,540 cm,,,2024-06-03,2024,Monday,1.6201509244584937,6,46.86551040013631,12:38:04,13:24:56
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-17 23:38:28 +0000,2024-06-17 23:53:52 +0000,Walking,924.4486039876938,sec,52.392 kcal,1192.43 m,,,5.48901 kcal/hr·kg,1.0,Asia/Seoul,72.05 degF,6900 %,,,,2024-06-17,2024,Monday,3.400427007450862,6,15.40747673312823,23:38:28,23:53:52
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-18 04:16:46 +0000,2024-06-18 05:01:08 +0000,Walking,2662.752107977867,sec,98.8027 kcal,3205.35 m,,,4.04574 kcal/hr·kg,1.0,Asia/Seoul,87.458 degF,4300 %,,,,2024-06-18,2024,Tuesday,2.226328910693055,6,44.37920179963112,04:16:46,05:01:08
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-20 11:32:31 +0000,2024-06-20 12:09:50 +0000,Walking,2238.9589383602142,sec,90.708 kcal,2247.97 m,,,4.4133 kcal/hr·kg,0.0,Asia/Seoul,78.476 degF,5600 %,1681 cm,,,2024-06-20,2024,Thursday,2.430808313075185,6,37.31598230600357,11:32:31,12:09:50
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-23 09:41:20 +0000,2024-06-23 10:15:55 +0000,Walking,2074.5773639678955,sec,75.576 kcal,2227.92 m,,,3.9794 kcal/hr·kg,0.0,Asia/Seoul,74.624 degF,8100 %,2964 cm,,,2024-06-23,2024,Sunday,2.1857753192327674,6,34.576289399464926,09:41:20,10:15:55
Heewon의 Apple Watch,9.3.1,"Watch5,9","<<HKDevice: 0x2832f59f0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch5,9, software:9.3.1>",2024-06-24 04:40:03 +0000,2024-06-24 04:58:49 +0000,Walking,1125.6391179561615,sec,54.4283 kcal,1482.82 m,,,4.85929 kcal/hr·kg,1.0,Asia/Seoul,78.602 degF,6300 %,,,,2024-06-24,2024,Monday,2.901194484009736,6,18.760651965936024,04:40:03,04:58:49
